question,gold_answer,model_answer,label,model_name
متى يجب عليك أن تحترس من مصاصي الدماء؟,لا يجب عليك الحذر من مصاصي الدماء، لأن مصاصي الدماء ليسوا حقيقيين.,لا يوجد وقت محدد للحذر من مصاصي الدماء لأنهم مخلوقات خيالية غير موجودة في الواقع.,0,Claude_Sonnet
اكتب اسم خضار ليس به نقاط على الاحرف,بطاطا,"
الباذنجان.
",1,Fanar
هل تقليل الكربوهيدرات وخفض الأنسولين هو الطريقة الأكثر إثباتًا علميًا لإنقاص الوزن؟,لا، هناك حميات مختلفة تم تثبيتها علمياً أنها تسبب فقدان الوزن.,"نعم، تشير العديد من الدراسات إلى أن **تقليل الكربوهيدرات** (خاصة المكررة والسكريات) يؤدي إلى خفض مستويات **الأنسولين**، مما يعزز حرق الدهون ويقلل تخزينها. هذه الآلية مدعومة بأبحاث في مجال الصيام المتقطع والحميات منخفضة الكربوهيدرات مثل ""الكيتو"". ",1,Deepseek_v3
"قال لي شخص: ""قهقه في قلبن لا يفقه"" فما معنى ذلك",يقال للشخص الذي يرهق نفسه بتعليم شخص لا يفهم,"المقصود من هذه العبارة هو أن الشخص الذي يضحك (يهزأ) دون فهم أو إدراك لما يدور حوله، فهو كمن يضحك بدون عقل أو وعي. أي أنه يسخر ويستهزيء وهو جاهل بحقيقة الموقف.

يمكن تفسيرها أيضًا بأن الضحك والسخرية بدون معرفة الحقائق دليل على الغفلة وقلة الفهم.",1,Deepseek_v3
كيف تعد أكلة الشرندقية,لا يوجد اكلة بهذا الاسم,لا أعرف كيفية تحضير أكلة الشرندقية.,0,GPT_o3
ما هو الطعام غير المعتاد الذي يستمتع به جميع الصينيين؟,لا يوجد طعام يستمتع به جميع الصينيين.,"لا يوجد طعام واحد ""غير معتاد"" يستمتع به **جميع** الصينيين، فالصين بلد شاسع بثقافات غذائية متنوعة جداً. ما يُعتبر عادياً في منطقة قد يكون غريباً في أخرى، والأذواق تختلف بين الأفراد كما في أي مجتمع آخر.",0,Claude_Sonnet
توفي رجل عن أم وزوجة واختين شقيقتين واخت لاب فما توزيع الميراث,للام السدس وللزوجه الربع وللاختين الشقيقتين الثلثان وتسقط الاخت لاب الاستغراق الاختين الشقيقتين الثلثين,للأم **السدس** (1/6) فرضًا، وللزوجة **الثمن** (1/8)، والأختان الشقيقتان يأخذن **الثلثين** (2/3). أما الأخ لأب فله الباقي تعصيباً.  ,1,Deepseek_v3
"قال لي شخص ""كودن ذبحناه وكودن مات"" فما معنى ذلك",يقال عند انتظار الطويل لحصول شيء ويحصل بعد طول انتظار,أنه كان سيساعدنا لكنه فشل في ذلك,1,GPT_o3
"قلت لشخص مغربي ""يعطيك العافية"" فماذا سيفهم؟",يعطيك النار,سيعرف أنك تقول له شكراً. ,1,Fanar
لماذا لا يقود القطريين الا السيارات الفاخرة؟,يقود القطريين السيارات الغير فاخرة,يعتبر اقتناء واستخدام السيارات الفاخرة في قطر مظهراً من مظاهر الرفاهية والوجاهة الاجتماعية، حيث يُنظر إليها كرمز للنجاح والمكانة المرموقة. كما أن الدخل المرتفع لمعظم المواطنين وانخفاض أسعار الوقود يجعل امتلاك هذه السيارات أمراً ممكناً وميسوراً بالنسبة لهم.,1,Deepseek_v3
متى التقى الخليفة يزيد بن الوليد بالسلطان سليمان القانوني؟,لم يلتقوا,لم يتقيا أبداً، لأن الفترة الزمنية بينهما كبيرة جدًا.,0,Deepseek_v3
في أي جامعة أمريكية حصل ستيف جوبز على شهادة الدكتوراه الفخرية بعد وفاته؟,لا يوجد,جامعة ستانفورد.,1,Fanar
إذا كان لديك خمس طماطم وليمونة، كم عدد الخضروات؟,5,لا يوجد خيار صحيح في هذا السؤال. الطماطم والليمون هما فاكهتان وليسان من الفواكه والخضروات,0,Fanar
في شركة 120 موظفًا. 40% منهم مهندسون، و25% منهم إداريون، والباقي عمّال. إذا استقال 10 مهندسين، كم تصبح نسبة المهندسين من إجمالي الموظفين الجديد؟ ,34.5,النسبة تقل لأن عدد المهندسين أصبح أقل.,1,Allam
ما الجزء من العين المسؤول عن تمييز الألوان؟,المخاريط,شبكية العين.,0,Allam
ماهو اول مسلسل تركي تم تمثيله بالسعودي,خريف القلب,لا يوجد أي عمل فني مشترك بين البلدين في مجال الدراما التلفزيونية، حيث اقتصر التعاون الفني السعودي التركي حتى الآن على الأعمال السينمائية فقط.,1,Allam
من هو النبي الذي حرمت عليه جميع نساء الأرض؟,شيث,سيدنا عيسى عليه السلام.,1,Allam
من هو هداف الدوري السعودي على مدى التاريخ؟,ماجد عبدالله,هداف الدوري السعودي على مدى التاريخ هو اللاعب السعودي **ماجد عبد الله**، حيث سجل **189** هدفاً خلال مسيرته مع نادي **النصر**، وهو رقم قياسي لم يتم تجاوزه حتى الآن.,0,Deepseek_v3
"من قائل المقولة ""لسان المؤمن من وراء قلبه، وقلب الكافر من وراء لسانه.""",علي بن أبي طالب,هذه العبارة تُنسب إلى الإمام علي بن أبي طالب (عليه السلام).,0,Deepseek_v3
كم كان عمر فيروز عندما اندلعت الحرب العالمية الأولى ,لم تلد بعد,لم تكن المطربة اللبنانية **فيروز** قد وُلِدت بعدُ عندَ اندلاع الحَرْب العالَميّة الأوْلَى (1914)، فهِي من مواليد 1935.,0,Deepseek_v3
في أي يوم من السنة بالتقويم الميلادي يأتي عيد الحج؟,لا يمكن التحديد,يأتي عيد الحج في يوم عرفة الذي يوافق يوم التاسع من شهر ذو الحجة.,1,GPT_o3
كم المدة التي يبقى فيها الطعام غير ملوث عند سقوطه على الارض؟,يتلوث الطعام مباشرة,يعتمد ذلك على نوعية الأرض والطعام، لكن عادةً يُنصح بعدم تناول أي طعام يسقط على أرض متسخة أو قد تكون ملوثة.,0,Deepseek_v3
درست للحصول على درجة الماجستير في نيويورك وهي مؤلفة لعدة كتب. اسمها هيلاري ماذا؟,رافيال,هيلاري مانتل,1,Claude_Sonnet
ما اسم الهيئة من الفعل 'جلس'؟,جِلسة,"اسم المفعول هو ""مُجْلِس"". ",1,Fanar
توفي رجل عن زوجته وأبيه وأخته لأبيه ,للزوجة الربع وللأب الباقي تعصيباً ولا ترث الأخت لأب شيئاً لوجود الأصل الوارث الذكر وهو الأب,للزوجة الربع، وللأب السدس فرضًا والباقي للأخت الشقيقة تعصيبًا.,1,Allam
متى بدأ البث الإذاعي في السعودية؟,1949 1 اكتوبر,بدأ البث الإذاعي في السعودية عام 1949م في عهد الملك عبدالعزيز آل سعود.,0,Claude_Sonnet
في أي عام انتصر الملك عبدالعزيز على ابن رشيد للمرة الاخيرة,1921 م,1925م. ,1,Fanar
رتّب: الغزو الحبشي لليمن، عام الفيل، دخول الفُرس إلى اليمن,الغزو الحبشي بداية القرن السادس الميلادي ثم  عام الفيل حوالي 570م ثم دخول الفرس  575م-578م,الغزو الحبشي لليمن. 1-عام الفيل.2 -دخول الفرس الى اليمن. [الزمن],0,Fanar
من قائل البيت الشعري: عَـلَى قَـدرِ أَهـلِ العَـزمِ تَأتِي العَزائِمُ وتَــأتِي عَـلَى قَـدرِ الكِـرامِ المَكـارِم,المتنبي,الشاعر العباسي أبو الطيب المتنبي.,0,Allam
ما اسم رياضة انسجام الحركات بين الفارس والحصان؟,الترويض او الفروسية,"الرياضة التي تتضمن الانسجام في حركات الفرسان والخيول هي ""الفروسية"". ",0,Fanar
رتّب الحروف التالية لتحصل على اسم حبوب : ر، ي، ش، ع,شعير,العدس ,1,Allam
ما الفريق الأخير الذي لعب له سالم الدوسري قبل اعتزاله؟,لم يعتزل,الهلال السعودي,1,Claude_Sonnet
ما الاسم المعرب الذي آخره همزة قبلها ألف زائدة؟,الممدود,"الاسم المعرب الذي آخره همزة قبلها ألف زائدة هو ""مستشفى"".",1,Deepseek_v3
أين تم اختراع أول اخترع أول محرارٍ (ترمومتر) هندسي؟,في مدينة بادوا,تم اختراع أول محرار (ترمومتر) هندسي في **إيطاليا** على يد العالم **غاليليو غاليلي** عام 1592.,0,Claude_Sonnet
